listeriaoutbreakSRR2918065,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR2954311,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR3139469,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR3102198,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR2994383,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR3062677,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR3067414,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR3062678,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR3096926,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR3096930,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR3103858,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR3137005,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR3137009,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR3115274,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR3147943,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR3178063,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR3176164,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR3199548,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR3181801,Investigated-Isolate-Non-outbreak
listeriaoutbreakSRR1556288,Investigated-Isolate-Outbreak
listeriaoutbreakSRR1556294,Investigated-Isolate-Outbreak
listeriaoutbreakSRR1556293,Investigated-Isolate-Outbreak
listeriaoutbreakSRR1556289,Investigated-Isolate-Outbreak
listeriaoutbreakSRR1556296,Investigated-Isolate-Outbreak
listeriaoutbreakSRR1556290,Investigated-Isolate-Outbreak
listeriaoutbreakSRR1556291,Investigated-Isolate-Outbreak
listeriaoutbreakSRR1556297,Investigated-Isolate-Outbreak
listeriaoutbreakSRR1556295,Investigated-Isolate-Outbreak
listeriaoutbreakSRR1553907,Investigated-Isolate-Outbreak
listeriaoutbreakSRR1553792,Investigated-Isolate-Outbreak
listeriaoutbreakSRR1553826,Investigated-Isolate-Outbreak
listeriaoutbreakSRR1553867,Investigated-Isolate-Outbreak
listeriaoutbreakSRR1553773,Investigated-Isolate-Outbreak
listeriaoutbreakSRR1553851,Investigated-Isolate-Outbreak
listeriaoutbreakSRR1553827,Investigated-Isolate-Outbreak
listeriaoutbreakSRR1553821,Investigated-Isolate-Outbreak
listeriaoutbreakSRR1553774,Investigated-Isolate-Outbreak
listeriaoutbreakSRR1553739,Investigated-Isolate-Outbreak
listeriaoutbreakSRR1553882,Investigated-Isolate-Outbreak
listeriaoutbreakSRR1553856,Investigated-Isolate-Outbreak
listeriaoutbreakSRR1553791,Investigated-Isolate-Outbreak
listeriaoutbreakSRR1553816,Investigated-Isolate-Outbreak
listeriaoutbreakSRR1553756,Investigated-Isolate-Outbreak
listeriaoutbreakSRR1553788,Investigated-Isolate-Outbreak
listeriaoutbreakSRR1553804,Investigated-Isolate-Outbreak
listeriaoutbreakSRR1534987,Investigated-Isolate-Outbreak
listeriaoutbreakSRR1597487,Investigated-Isolate-Outbreak
listeriaoutbreakSRR974868,Non-investigated-Isolate-Unknown-Status
